product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
icelandic-style-skyr-lowfat-raspberry-yogurt-075086,Icelandic Style Skyr Lowfat Raspberry Yogurt," Trader Joe’s Icelandic Style Skyr Lowfat Raspberry Yogurt is made from milk that comes from cows never treated with rBST hormones. Being Lowfat, it contains 1.5% milkfat. It’s also cultured after pasteurization, in order to preserve those live and active probiotics. And just like traditional skyr, our Icelandic Style Lowfat Raspberry Yogurt is strained so it becomes exceptionally thick & creamy. It’s reminiscent of nonfat Greek yogurt—but even smoother and with slightly less bite. While our Icelandic Style Yogurt does have sour notes, our supplier also lightly sweetens it, which, along with its natural, residual sweetness, creates a beautiful balance. Plus, it’s flavored with bits of raspberry to provide an extra pop of ripe, fruity fun into every bite.   Enjoy Trader Joe’s Raspberry Skyr by itself or mixed with even more berries and granola. Use it in a smoothie for a calorically sound, protein boost—each 5.3-ounce serving contains 130 calories and 15 grams of protein. Or, if you’re craving something sweeter, blend it with a bit of cream cheese & sugar, then layer it in a parfait with raspberry preserves and chopped macadamia nuts. ","['Food', 'Dairy & Eggs', 'Yogurt, etc.']",https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-raspberry-yogurt-075086,$1.19,5.3 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20303/75086.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['GRADE A PASTEURIZED MILK (SKIM MILK, CREAM)', 'RASPBERRY FRUIT BASE (WATER, CANE SUGAR, RASPBERRY PUREE, MODIFIED CORNSTARCH, NATURAL FLAVOR, FRUIT AND VEGETABLE JUICE [COLOR], CITRIC ACID [ACIDULANT])', 'LIVE ACTIVE CULTURES (BIFIDOBACTERIUM, LACTOBACILLUS ACIDOPHILUS, L. BULGARICUS, L. PARACASEI, STREPTOCOCCUS THERMOPHILUS).']",CONTAINS MILK.,"['Alfresco Dining', 'Brunch All Day', 'Midday Snacks', 'Rise & Shine']",['1 container(150g)'],['120 ']
icelandic-style-skyr-lowfat-cherry-yogurt-064598,Icelandic Style Skyr Lowfat Cherry Yogurt," Trader Joe’s Icelandic Style Cherry Lowfat Yogurt is made from milk that comes from cows never treated with rBST hormones. Being Lowfat, it contains 1.5% milkfat. It’s also cultured after pasteurization, in order to preserve those live and active probiotics. And just like traditional skyr, our Icelandic Style Cherry Lowfat Yogurt is strained so it becomes exceptionally thick & creamy. It’s reminiscent of nonfat Greek yogurt—but even smoother and with slightly less bite. While our Icelandic Style Yogurt does have sour notes, it also includes some natural, residual sweetness and a skosh of added sugar for beautiful balance. Plus, it’s got cherry purée for flavor, with color naturally derived from vegetable & fruit juices.   Enjoy Trader Joe’s Cherry Lowfat Skyr by itself or mixed with granola. Use it in a smoothie for a calorically sound, protein boost—each 5.3-ounce serving contains 130 calories and 15 grams of protein. Or, if you’re craving something sweeter, blend it with a bit of cream cheese & sugar, then layer it in a parfait with preserves and crumbled cookies. ","['Food', 'Dairy & Eggs', 'Yogurt, etc.']",https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-cherry-yogurt-064598,$1.19,5.3 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20303/64598.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['GRADE A PASTEURIZED MILK (PASTEURIZED SKIM MILK, PASTEURIZED CREAM)', 'CHERRY BASE (CHERRY PUREE, CANE SUGAR, WATER, MODIFIED CORNSTARCH, NATURAL FLAVOR, CITRIC ACID [ACIDIFIER], VEGETABLE AND FRUIT JUICE FOR COLOR)', 'LIVE ACTIVE CULTURES (BIFIDOBACTERIUM LACTIS, LACTOBACILLUS ACIDOPHILUS, L. BULGARICUS, L. PARACASEI, STREPTOCOCCUS THERMOPHILUS).']",CONTAINS MILK.,"['Alfresco Dining', 'Brunch All Day', 'Midday Snacks', 'Rise & Shine']",['1 container(150g)'],['130 ']
icelandic-style-skyr-lowfat-vanilla-yogurt-064597,Icelandic Style Skyr Lowfat Vanilla Yogurt," Trader Joe’s Icelandic Style Vanilla Lowfat Yogurt is made from milk that comes from cows never treated with rBST hormones. Being Lowfat, it contains 1.5% milkfat. It’s also cultured after pasteurization, in order to preserve those live and active probiotics. And just like traditional skyr, our Icelandic Style Vanilla Lowfat Yogurt is strained so it becomes exceptionally thick & creamy. It’s reminiscent of nonfat Greek yogurt—but even smoother and with slightly less bite. While our Icelandic Style Yogurt does have sour notes, it also includes some natural, residual sweetness and a skosh of added sugar for beautiful balance. Plus, it’s got vanilla extract and actual vanilla beans for authentic vanilla flavor.   Enjoy Trader Joe’s Vanilla Lowfat Skyr by itself or mixed with granola. Use it in a smoothie for a calorically sound, protein boost—each 5.3-ounce serving contains 130 calories and 15 grams of protein. Or, if you’re craving something sweeter, blend it with a bit of cream cheese & sugar, then layer it in a parfait with Apricot Preserves and crumbled cookies. ","['Food', 'Dairy & Eggs', 'Yogurt, etc.']",https://www.traderjoes.com/home/products/pdp/icelandic-style-skyr-lowfat-vanilla-yogurt-064597,$1.19,5.3 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20303/64597.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['GRADE A PASTEURIZED MILK (PASTEURIZED SKIM MILK, PASTEURIZED CREAM)', 'VANILLA BASE (WATER, CANE SUGAR, MODIFIED CORNSTARCH, VANILLA EXTRACT [WATER, ETHYL ALCOHOL, VANILLA BEAN EXTRACTIVE], VANILLA BEANS, CITRIC ACID [ACIDIFIER], NATURAL FLAVOR)', 'LIVE ACTIVE CULTURES (BIFIDOBACTERIUM LACTIS, LACTOBACILLUS ACIDOPHILUS, L. BULGARICUS, L. PARACASEI, STREPTOCOCCUS THERMOPHILUS ).']",CONTAINS MILK.,"['Brunch All Day', 'Midday Snacks', 'Rise & Shine']",['1 container(150g)'],['130 ']
shaved-parmesan-romano-asiago-cheeses-094175,"Shaved Parmesan, Romano & Asiago Cheeses"," What’s better than one cheese? Three cheeses, naturally. And what might make those three Cheeses even better? When they’ve been Shaved into wafer-thin slices. And what might make those slices even more magnificent? When Trader Joe’s does all the work for you, with a tub of Trader Joe’s Shaved Parmesan, Romano & Asiago Cheeses. Huzzah!    This trio of Shaved Cheeses is made for us in Wisconsin, using authentic Italian cheese-making techniques; each Cheese is made with raw milk from cows not treated with rBST and aged a minimum of five months (the Parmesan is aged for 10 months). The sensationally salty and slightly nutty assemblage of ready-to-enjoy, aged Cheeses adds savory oomph wherever you sprinkle it—eggs, soup, pasta, salad, roasted veggies... ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/shaved-parmesan-romano-asiago-cheeses-094175,$3.49,5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/94175.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PARMESAN CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'ROMANO CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'ASIAGO CHEESE (CULTURED RAW MILK, SALT, ENZYMES)', 'CELLULOSE (TO PREVENT CAKING)', 'NATAMYCIN (MOLD INHIBITOR)']",CONTAINS MILK.,"['Family Style', 'Feeling Fancy', 'Pair With Wine', 'Picnic']",['1 Tbsp.(5g)'],['20 ']
organic-brown-rice-quinoa-fusilli-pasta-051524,Organic Brown Rice & Quinoa Fusilli Pasta," Though it’s known as an “ancient grain” (first consumed by humans around 3,500 years ago), quinoa rose steadily to its modern moment in the early 21st century, when restaurants started featuring this South American seed in a variety of dishes. Noticing the trend—and admiring the benefits of this gluten-free pseudo-grain—Trader Joe’s began developing products that feature quinoa, including our Organic Brown Rice & Quinoa Fusilli Pasta. Having been around for about a decade now, this Fusilli is still a hit with our customers, even for those who are not seeking a gluten-free option.   But what sets this Pasta apart from other gluten free noodles? Notably, our Organic Fusilli is made of 20% Quinoa. When we created it, similar gluten-free pastas only contained about 5% quinoa. We combined the Organic Quinoa with Organic Brown Rice, yielding a pasta product that is texturally tantalizing, and nutritionally interesting. Not only is it gluten, sodium, and sugar free, but each two-thirds cup serving delivers 4g of protein and 2g of fiber.   And the subtly nutty flavor pairs well with a variety of sauces and preparations. Enjoy it served hot, tossed with pasta sauce and grated Parmesan. Or make it the center of a chilled pasta salad with fresh Organic Basil, Campari tomatoes, olive oil, and several shakes of our Aglio Olio Seasoning Blend. ","['Food', 'For the Pantry', 'Pastas & Grains']",https://www.traderjoes.com/home/products/pdp/organic-brown-rice-quinoa-fusilli-pasta-051524,$3.49,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20901/51524.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['ORGANIC BROWN RICE', 'ORGANIC QUINOA FLOUR', 'WATER']",,"['Family Style', 'In Lieu of Pizza', 'Pair With Wine', 'Picnic', 'Rain or Shine', 'The ""X"" Factor']",['2/3 cup(56g )'],['200 ']
sweet-salty-umami-crunchies-rice-crackers-073423,Sweet & Salty Umami Crunchies Rice Crackers," After the raving success of our Crispy Crunchy Mochi Rice Nuggets, we weren’t sure we’d find another rice snack capable of knocking our customers’ socks off for a third time. Dare we say, we did! Trader Joe’s Sweet & Salty Umami Crunchies Rice Crackers are made with Japonica rice, a short grain, non-glutinous varietal. Unlike our Mochi snacks, made from glutinous rice, the rice grains in these Crackers don’t break down into an entirely smooth paste. This difference contributes to the Cracker’s unique, craggy texture. These affectionately named Crunchies then get tossed in a Sweet & Salty glaze, made from soy sauce and sugar, that delivers some serious Umami in every bite (To those wheat intolerant folks who sighed at the words soy sauce, great news—the soy sauce in this snack is gluten free, made with rice, instead of wheat. Hooray!)   Snack on a handful of these Crunchies straight from the bag (more likely, two or three or four handfuls…), or add some serious depth to your salads by swapping your croutons with these Crackers instead. If you really want to play up the Sweet & Salty thing that’s going on here, we encourage you to crush them over a hot fudge sundae—trust us! ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/sweet-salty-umami-crunchies-rice-crackers-073423,$2.99,6.35 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21001/73423.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['RICE', 'RICE OIL', 'SOY SAUCE (WATER, SOYBEANS, RICE, SALT)', 'SUGAR', 'MODIFIED TAPIOCA STARCH']",CONTAINS SOY.,"['Backpack Ready', 'Crack a Beer', 'Desk Drawer', 'Finger Food', 'Game Night', 'Midday Snacks']",['1 oz(28g/about 24 pieces)'],['150 ']
all-natural-shaved-beef-steak-057721,All Natural Shaved Beef Steak," When you think of steak, you more likely than not think of a thick, juicy filet mignon, or ribeye, or strip steak served with mashed potatoes and roasted vegetables. You wouldn’t be wrong, because that is steak. But it’s not exactly the kind of steak we’re talking about when we talk about the newly introduced Trader Joe’s Shaved Beef Steak. This is quite the opposite of a thick cut (but no less tasty)…   Shaved steak normally comes form the round, which is tougher, but our Shaved Beef Steak comes from the cap of the rib eye, making it especially tender and flavorful. In addition to the quality cut, the beef is all natural, meaning it comes from cows never treated with antibiotics, ever.   Because the slices are so thin, pieces of this Shaved Steak cook up very quickly—no need to worry about un- der- or overcooking! And its easy preparation might only be matched by its versatility. In the mood for stir fry? Shaved Steak makes the perfect protein addition. Fajitas? No problem. Beef soup on a cold day? Sure. Or maybe you’re far away from Philly, the cheesesteak capital. No need to worry: grill up some onions and peppers, grab some Sliced Provolone, and use this Steak for the tastiest homemade steak sandwich. ","['Food', 'Meat, Seafood & Plant-based', 'Beef, Pork & Lamb']",https://www.traderjoes.com/home/products/pdp/all-natural-shaved-beef-steak-057721,$10.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20801/57721.png/jcr:content/renditions/cq5dam.web.1280.1280,,['BEEF'],,"['Crack a Beer', 'Fry It Up', 'In Lieu of Pizza']",['4 oz(112g)'],['200']
double-cream-gouda-cheese-096032,Double Cream Gouda Cheese," Transport yourself to a European world: frolicking through an emerald field in wooden clogs while beautiful tulips bloom below a gently spinning windmill. Ah, the Netherlands! While that fertile soil and those lush green pastures feel great under the pitter-patter of Dutch clogs, it serves a deeper, culinary purpose. Those luxuriant fields are also great at nourishing cows that produce incomparably rich milk, making traditional goudas (such as our Red Wax Gouda) the brazenly buttery cheese they are. But with cheeses such as Trader Joe’s Double Cream Gouda, additional cream is added to the already rich Hollander milk, creating one of the most luscious beginnings to a batch of cheese found in a turophile’s world.   A stunning Double Cream Gouda that is produced similarly to our other goudas, again, just with the supplementary cream added to the already rich pasteurized milk. Our supplier uses microbial enzymes making for a vegetarian friendly cheese and it’s colored using annatto to help achieve the cheese’s beautiful golden-orange color. The super high butterfat content - upwards of 60% - due to the added cream help make this cheese as decadent when snacked on by its lonesome as it is when melted into a hot dish in need of a cheesy companion. So grab a wedge for a number of melty meals or to tack on your next cheeseboard at your neighborhood Trader Joe’s. ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/double-cream-gouda-cheese-096032,$9.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20203/96032.png/jcr:content/renditions/cq5dam.web.1280.1280,,"[""PASTEURIZED COW'S MILK"", 'SALT', 'CHEESE CULTURES', 'MICROBIAL ENZYME', 'ANNATTO EXTRACT (FOR COLOR)']",CONTAINS MILK.,"['Alfresco Dining', 'Cheese Board', 'Game Night', 'Picnic']",['1 oz(28g/about 1 inch cube)'],['110']
feta-cheese-079858,Feta Cheese," Feta Cheese is undeniably one of the most famous cheeses produced across the world. As a matter of fact, feta cheese makes up approximately 70% of its homeland’s, Greece’s, total cheese consumption. This soft and pasteurized cow’s milk cheese is a salty, tangy, and unique offering, unmatched in the wide world of cheeses.   While across the feta world, each cheese maker may have minor differences in taste and texture, but on the whole, feta is a curd cheese that has a salty flavor and crumbly, grainy texture that is sometimes moistened by a salty brine once in its packaging. However, Trader Joe’s Feta Cheese isn’t packaged in a saline brine, making for a dry and tangy, but more neutral and less salty cheese than its brined siblings. Grab a package to bring a soft, sliceable cheese to your next charcuterie tray or Mediterranean-tinged meal! ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/feta-cheese-079858,$3.49,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20203/79858.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'SALT', 'CHEESE CULTURES', 'ENZYMES']",CONTAINS MILK.,"['Alfresco Dining', 'Cheese Board', 'Pair With Wine', 'Picnic', 'Yes!']",['1 oz(28g)'],['70 ']
sweetened-green-mango-095105,Sweetened Green Mango," A hidden gem of our dried fruit aisle, Trader Joe’s Sweetened Green Mango (which is more of an electric yellow, but we digress) offers the same Soft & Juicy sweetness as its more obviously orange counterpart, except this Mango also packs a punch. Well, not a punch, per se, but a pleasant tartness that goes swing-for-swing with the sweetness. Sweet, meet sour. Sour, meet sweet.    Just how does our glorious Green Mango get its tangy twist? It’s pretty simple, actually. Our Thai supplier picks their mangoes early, before they’re ripe. The mangoes are peeled, sliced into strips, and sweetened with cane sugar, then dried in a unique process that uses vegetable-based glycerin to keep the Mango soft, but never mushy. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/sweetened-green-mango-095105,$2.49,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/95105.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['MANGO', 'CANE SUGAR', 'GLYCERIN', 'ASCORBIC ACID (TO MAINTAIN COLOR)', 'SULFUR DIOXIDE (TO MAINTAIN COLOR)']",,"['Backpack Ready', 'Cheese Board', 'Desk Drawer', 'Finger Food', 'Midday Snacks']",['14 pieces(40g)'],['140 ']
fruits-greens-smoothie-blend-075603,Fruits & Greens Smoothie Blend," Smoothie DIYers, start your blenders! Trader Joe’s Fruits & Greens Smoothie Blend is ready to rev up your morning routine and add some en-smoothie-asm to your day! This Blend contains a bounty of frozen Fruits— tart blueberries, refreshing dragon fruit, and super sweet bananas and strawberries—that deliver a totally tasty smoothie base. Oh-so-conveniently, it also contains Greens, spinach and kale, to be specific, for an added nutrient boost.   Add a cup of Fruits & Greens Smoothie Blend to a blender with ¾ cup of water, juice, dairy, or non-dairy beverage of your choice, and blend until smooth. This Blend doesn’t contain any added sugar, so you could add a tablespoon of Multi-Floral and Clover Honey, if you’d like. Bulk it up with your favorite protein powder or a scoop of Greek yogurt for some added protein. Or if sipping isn’t your style, how about a Fruits & Greens take on an breakfast bowl? Simply blend with 1/2 cup liquid, serve in a bowl, and top with fresh fruit, Organic Chia Seeds, and nuts. ","['Food', 'From The Freezer', 'Fruit & Vegetables']",https://www.traderjoes.com/home/products/pdp/fruits-greens-smoothie-blend-075603,$3.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20603/75603.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['BLUEBERRIES', 'BANANA', 'STRAWBERRIES', 'DRAGON FRUIT', 'SPINACH', 'KALE', 'ASCORBIC ACID AND CITRIC ACID (TO MAINTAIN COLOR)']",,"['Midday Snacks', 'Rain or Shine', 'Rise & Shine']",['1 cup frozen(140g)'],['80 ']
tofu-sheets-075639,Tofu Sheets," Trader Joe’s Tofu Sheets aren’t technically tofu—at least not in the traditional sense. They’re what’s known throughout Asia as yuba, a.k.a. the delicate “tofu skin” that forms atop soy milk when heated on a stovetop. Like tofu, yuba is incredibly mild and takes on the flavor of whatever it’s cooked with, making Trader Joe’s Tofu Sheets the perfect protein to add to everything from curries and stir-fries to soups and stews.   Made for us in Malaysia, Trader Joe’s Tofu Sheets are the very same sheets used in our perennially popular Vegan Thai Green Curry. The Sheets come conveniently frozen; simply cut the corner of the pouch they come in, then heat it in the microwave for 21⁄2 minutes, and you’re ready to rock ‘n roll. (And we do mean “roll” in the literal sense, as Tofu Sheets make great wrappers for veggie rolls, rice rolls, and more!) ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/tofu-sheets-075639,$2.99,6.35 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75639.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['SOYBEANS', 'WATER']",CONTAINS SOY.,"['Feeling Adventurous', 'Fry It Up', 'Make It Meatless', 'The ""X"" Factor']","['1/2 package(90g)', '1/2 package(90g)']","['150 ', '300 ']"
rice-vinegar-076721,Rice Vinegar," A true building block of many East Asian cuisines, the origins of rice vinegar date somewhere between four and five thousand years ago to ancient China. It’s traditionally made by fermenting rice wine, and over its long and storied history has been used as everything from a flavoring agent, to a preservative, to beverage in its own right. It comes in a variety of colors ranging from red, to white, to brown and black, and is sometimes seasoned with sugar or other flavorings. Trader Joe’s Rice Vinegar is styled after an everyday, unseasoned, white rice vinegar, but it’s certainly not lacking for flavor. Tart, tangy, and just a touch sweet, with a slightly sharp note for cutting through and brightening other flavors, it’s an ideal ingredient for adding to salad dressings, sauces, and marinades of all kinds. A bit of our Rice Vinegar will add an extra dimension of flavor to stir-fries, soups, and even just a freshly cooked pot of plain white rice. When mixed with soy sauce, it makes an excellent condiment for any of our gyoza or soup dumpling options, though we’ll leave the exact ratio to your personal tastes (some prefer equal parts soy sauce to Rice Vinegar, others enjoy two parts Vinegar to one part soy sauce). And when making quick pickles or a last-minute seaweed salad, our Rice Vinegar is nothing short of a must-have. ","['Food', 'For the Pantry', 'Oils & Vinegars']",https://www.traderjoes.com/home/products/pdp/rice-vinegar-076721,$2.49,16.9 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20904/76721.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['RICE VINEGAR, DILUTED WITH WATER TO 5% ACIDITY.']",,"['Alfresco Dining', 'Pour It On']",['1 Tbsp.(15mL)'],['0 ']
sea-salt-fine-crystals-047588,Sea Salt Fine Crystals, This high quality Mediterranean sea salt is produced by the evaporation of seawater. It is the perfect accompaniment to any kitchen and is great for cooking and blending into your signature recipes. ,"['Food', 'For the Pantry', 'Spices']",https://www.traderjoes.com/home/products/pdp/sea-salt-fine-crystals-047588,$1.99,26.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20906/47588.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['SEA SALT'],,"['A Long Finish', 'Yes!']",['1/4 tsp.(1.5g)'],['0 ']
wild-sockeye-smoked-salmon-060442,Wild Sockeye Smoked Salmon," Sockeye salmon do not have distinctive eyes. They do, however, have distinctive, red-orange colored flesh. In fact, “sockeye” is an Anglicized version of suk-kegh (“red fish”) from the language of one of the indigenous peoples of British Columbia.   Indeed, our Sockeye Salmon presents this peppy hue. It’s wild-caught in the icy waters of the major Northeast Pacific fishing area located west of Canada and south of Alaska. Our supplier dry cures the Wild Sockeye then smokes it very slowly over applewood (from Washington state apple trees) at a relatively low temperature (below 85°F) to yield firm-textured fish with rich salmon flavor, and hints of smoke & salt.   The finished fish is already trimmed and boned, ready to top a bagel. Add it to eggs or pasta. Or, mix some with Whipped Cream Cheese for a swift and superb salmon spread. ","['Food', 'Meat, Seafood & Plant-based', 'Fish & Seafood']",https://www.traderjoes.com/home/products/pdp/wild-sockeye-smoked-salmon-060442,$7.99,4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20803/60442.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['SOCKEYE SALMON', 'SALT', 'APPLEWOOD SMOKE']",CONTAINS  SALMON.,"['Alfresco Dining', 'Brunch All Day', 'Effortless Entertaining', 'Picnic', 'Rain or Shine', 'Rise & Shine']","['3.5 slices(57g)', '3.5 slices(57g)']","['80', '150']"
whipped-cream-cheese-012498,Whipped Cream Cheese," Most of us cream cheese connoisseurs are likely to have a tub of Whipped Cream Cheese as well as traditional blocks of cream cheese hiding in our fridges. We like to keep Trader Joe’s Whipped Cream Cheese on deck as a handy, creamy, and spreadable schmear for your bagels and toast as well as using it for a few baking applications over traditional style cream cheeses.   Cream cheese is a simple, yet classic culinary staple finding its way into many recipes, whether they may be for savory dinners or delightful desserts. Our suppliers begin with premium pasteurized milk and cream and use cheese cultures during a heating process to create a luscious creamed cheese. But where our Whipped Cream Cheese strays the traditional path is with the final step of whipping air into the cream cheese mixture and adding more milk for a lighter, fluffier texture. This makes it perfect for when you just need a spreadable addition to your brunch-time bagel or to make, say, a less dense cream cheese frosting for a summer-friendly carrot or banana cake. The options are truly limitless and ready to make our shoppers into those type of connoisseurs who keep all types of cream cheese ready in their refrigerators. ","['Food', 'Cheese', 'Cream and Creamy Cheeses']",https://www.traderjoes.com/home/products/pdp/whipped-cream-cheese-012498,$2.29,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20204/12498.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['PASTEURIZED MILK AND CREAM', 'CHEESE CULTURE', 'SALT', 'GUAR GUM', 'CAROB BEAN GUM', 'XANTHAN GUM']",CONTAINS MILK.,"['Brunch All Day', 'Rain or Shine', 'Rise & Shine']",['2 Tbsp(20g)'],['70 ']
cream-cheese-012491,Cream Cheese," A brick, or a block: what’s the difference? It seems like a negligible distinction, but we take such distinctions seriously—especially when it comes to Trader Joe’s Cream Cheese.   Within the cheese biz, this particular presentation of Cream Cheese is known as a “brick.” Brick, however, sounds heavy, and this creamy creation is anything but. Made for us using fresh milk and cream from cows not treated with rBST, it’s everything you want cream cheese to be—rich, creamy, and when softened, quite spread- able. So, rather than “brick,” we’d like to refer to our Cream Cheese as a “block,” as in “building block,” since it can be a building block in so many delicious dishes.   What’s that? You want examples? Sure. A simple appetizer idea: set it on a plate, top with salsa or sweet chili sauce and serve with tortilla chips or crackers for a Mexican or Thai inspired dip. How’s that for instant versa- tility? And speaking of dips, cream cheese is the star of any number of creamy dips. Don’t forget bagels—but how could you forget bagels? Perhaps our favorite usage for this particular building block is cheesecake. If you’re up to the challenge of making a cheesecake from scratch, you won’t find a better foundation. ","['Food', 'Cheese', 'Cream and Creamy Cheeses']",https://www.traderjoes.com/home/products/pdp/cream-cheese-012491,$1.99,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20204/12491.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['PASTEURIZED MILK AND CREAM', 'CHEESE CULTURE', 'SALT', 'GUAR GUM', 'CAROB BEAN GUM', 'XANTHAN GUM']",CONTAINS MILK.,"['Brunch All Day', 'Rain or Shine', 'Rise & Shine']",['1 oz(28g/about 2 Tbsp)'],['90 ']
apple-tatin-tartelettes-075252,Apple Tatin Tartelettes," Like so many of the world’s tastiest creations, the first tarte Tatin came about quite by accident. As the story goes, in setting out to make a traditional apple pie, an overworked French hotelier (a one Ms. Stéphanie Tatin, co-owner of the Hôtel Tatin) left her apples cooking in butter and sugar for far too long. To salvage her extra- caramelized endeavor, she placed a layer of pastry over the apples, popped the whole pan in the oven, and served the resulting dessert upside-down. Her guests loved this accidental apple pie-alternative so much that it became a fixture on the menu and, ultimately, rose to prominence all over France.   Accident or no accident, however, making a modern-day Apple Tatin from scratch is actually quite a tricky and time-consuming endeavor. Lucky for you, for a limited time, we’re doing the work for you—and we’re doing it well—with Trader Joe’s Apple Tatin Tartelettes! They’re made for us authentically in France, and they heat from frozen in just 15-20 minutes in the oven or 11⁄2-2 minutes in the microwave. They come two- to-a-box, so you can enjoy them one Tartelette at a time, or, if you’re feeling generous, you can share your Tartelettes with the apple of your eye! ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/apple-tatin-tartelettes-075252,$4.99,10.58 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20604/75252.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['APPLES', 'WHEAT FLOUR', 'CARAMEL (SUGAR, WATER)', 'ANHYDROUS MILK FAT', 'SUGAR', 'WATER', 'EGGS', 'SALT']","CONTAINS MILK, EGG, WHEAT.","['Date Night', 'Feeling Fancy', 'Treat Yourself']","['1 tartelette(150g)', '1 tartelette(150g)']","['220 ', '440 ']"
single-origin-6-milk-chocolate-batons-076679,Single Origin 6 Milk Chocolate Batons," Trader Joe’s 6 Milk Chocolate Batons are essential to the holiday chocolate experience because their particular attributes cause them to rise above the average candy bar. For starters, these are Single Origin Chocolates. This means the cocoa in each Baton comes from a single country instead of being a blend of cocoa from numerous regions. This approach concentrates and intensifies the traits derived from each country’s cocoa—which in our case includes cocoa from Venezuela, Vietnam, and Peru. What’s really special about these Chocolates is the opportunity to discern the differences in taste derived from the terroir of each unique location.   Tuck the sheer, elegant bag of 6 Milk Chocolate Batons into someone’s stocking, or gift it to all the chocolate connoisseurs in your life. Why not take advantage of the subtleties found in this Single Origin cocoa and use the Batons to conduct an after-the-meal tasting at your next holiday dinner party. From that moment on, you’ll be known to all your guests as the Trader Joe’s Milk Chocolate maestro. Bravo! ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/single-origin-6-milk-chocolate-batons-076679,$5.99,7.4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/76679.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['SUGAR', 'COCOA BUTTER', 'UNSWEETENED CHOCOLATE', 'WHOLE MILK POWDER', 'COCOA POWDER', 'NATURAL FLAVORS']",CONTAINS MILK.,"['Desk Drawer', 'Effortless Entertaining', 'Family Style', 'Giftable', 'Gild The Lily', 'Merry-making', 'Treat Yourself']",['1 piece(35g)'],['210 ']
